Published Date,Video URL,Channel,Title,Description,,,,,,
1/17/2020 15:41,https://www.youtube.com/watch?v=RDR3fm3hUwg,megalorganiste,Remix: Super Mario Sunshine - Isle Delfino [Re-arranged edit.],Soundcloud download: https://soundcloud.com/acclion/remix-super-mario-sunshine_isle-delfino,,,,,,
7/25/2019 14:57,https://www.youtube.com/watch?v=ASiX63rMsHs,GlitchxCity,Pokémon Diamond and Pearl: Eterna Forest [Lofi Remix],💚 Spotify: https://goo.gl/FM7JJ2 💙 Apple Music: https://goo.gl/KehLZU ❤️ Google Play: https://goo.gl/FK2EZH ★ Twitter ★ https://twitter.com/GlitchxCity ★ Twitch ★ https://www.twitch.tv/glitchcity ★ Instagram ★ https://instagram.com/glitchxcity ★ Patreon ★ https://www.patreon.com/GlitchxCity ★ SoundCloud ★ https://soundcloud.com/glitchxcity Artwork: AutobotTesla | https://www.deviantart.com/autobottesla/art/Day-294-Minomadam-Wormadam-Plant-Cloak-516436674 Free Download: https://soundcloud.com/glitchxcity/diamond-and-pearl-eterna-forest-lo-fi-remix,,,,,,
7/23/2019 18:40,https://www.youtube.com/watch?v=BiaFMRv7Ct8,Dj CUTMAN,Deltarune ~ Hip Shop (LoFi Hip Hop Remix),"Download & Stream my Deltarune Remixes ~ http://smarturl.it/deltaruneremixes LoFi style production, hip hop beat, relaxing chill vibes all around. This is ""Hip Shop"" from the Deltarune OST, love Undertale & Deltarune, can't get enough of the soundtracks. This is a simple production, I felt it was effective so I decided to post! If you fancy something a bit more intricate, my remix of ""The Legend"" from the Deltarune OST has more thicc production ~ https://www.youtube.com/watch?v=yNlVgyewrTU Download my Deltarune Remixes ~ http://music.djcutman.com/album/deltarune-remixes Got an idea for my next remix? Post it in the comments! One of the easiest ways to support musicians is interaction! Add tracks to your favorites and playlists to boost them in the algorithm and support artists you love. Support by Subscribing ▸ http://bit.ly/djcutman Pledge on Patreon ▸ http://patreon.com/djcutman Want to use this music? ▸ It's cool! Credit Dj CUTMAN and link back. ~ Follow Dj CUTMAN Spotify ▸ http://bit.ly/cutmanspotify Twitter ▸ http://twitter.com/videogamedj Instagram ▸ http://instagram.com/videogamedj Soundcloud ▸ http://soundcloud.com/djcutman Facebook ▸ http://facebook.com/djcutman Apple Music ▸ https://itunes.apple.com/us/artist/dj-cutman/487222124 #Deltarune #Undertale #VGM",,,,,,
1/17/2020 15:41,https://www.youtube.com/watch?v=tZZtuaSoMgA,GlitchxCity,Pokémon Sun and Moon: Lillie's Theme [Lofi Remix],💚 Spotify: https://goo.gl/qegVoH 💙 Apple Music: https://goo.gl/dhokRn ❤️ Google Play: https://goo.gl/Cinh7j ★ Twitter ★ https://twitter.com/GlitchxCity ★ Twitch ★ https://www.twitch.tv/glitchcity ★ Instagram ★ https://instagram.com/glitchxcity ★ Patreon ★ https://www.patreon.com/GlitchxCity ★ SoundCloud ★ https://soundcloud.com/glitchxcity Artwork: のすけ noske2801 | https://www.pixiv.net/member_illust.php?mode=medium&illust_id=60380034 Free Download: https://soundcloud.com/glitchxcity/sun-and-moon-lillies-theme-lo-fi-remix/s-wnuug,,,,,,
1/17/2020 15:58,https://www.youtube.com/watch?v=x-Si5PfCgrs,GameChops,Zelda & Chill ~ Fairy Fountain (Mikel Lofi Remix),"Support Zelda & Chill ~ http://smarturl.it/zeldachill Sometimes we need a little healing after a long year. Happy new year, everyone! Zelda & Chill combines the Legend of Zelda video game music with laid-back lofi hip hop beats. Produced by German beat-maker Mikel and mastered by Philadelphia based Dj CUTMAN, Zelda & Chill features 14 Zelda themes from the across the series history. Zelda & Chill contains music from the original Legend of Zelda for NES all the way up to Breath of the Wild. These tracks were recreated with classic keyboard sounds, atmospheric synths and laid back beats, the perfect soundtrack to study, chill, and save Hyrule to. Zelda & Chill’s tracklist features music from the original LoZ, Link To The Past, Majora’s Mask, Wind Waker, Ocarina of Time, Skyward Sword, and Breath of the Wild. Themes like Gerudo Valley, Song of Storms and Lost Woods are sure to please long time series fans. Compositions by Koji Kondo, Toru Minegishi, Hajime Wakai, Takeshi Hama, Manaka Kataoka, and Yasuaki Iwata have been licensed for the sale and streaming of Zelda & Chill. Zelda & Chill is available on platforms worldwide. ~ http://smarturl.it/zeldachill Search ""Zelda Chill"" on Spotify, Apple Music, iTunes, Pandora, and Play. Support by adding it to your playlists! ▾ Follow Mikel YouTube ~ https://youtube.com/user/MikelTBE Facebook ~ https://facebook.com/Mikelcorleoneproductions Twitter ~ https://twitter.com/Mikel_beats Thanks to Great-Bit Arcade for the ""Scenic Zelda"" series ~ https://www.youtube.com/watch?v=z7N8K-_BwG4&list=PL89YHk19iMUpmI1BL93bot1NvyIP9FsXV ▾ Visuals by Dj CUTMAN YouTube ~ http://youtube.com/djcutman Twitter ~ http://twitter.com/videogamedj Instagram ~ http:/instagram.com/videogamedj ▾ About GameChops GameChops is a record label dedicated to releasing and remixing the best video game music out there. The name first appeared in 2010 as a mixtape by Dj CUTMAN, who later went on to found the label in 2012. GameChops was one of the first record labels to license and publish video game music on platforms like iTunes and Spotify. ▾ Follow GameChops Instagram ~ http://instagram.com/GameChops Facebook ~ http://facebook.com/GameChops Twitter ~ http://twitter.com/GameChops Web ~ http://www.gamechops.com Download / Stream Zelda & Chill ~ http://smarturl.it/zeldachill #Zelda #LoFi #VGM",,,,,,
7/23/2019 18:40,https://www.youtube.com/watch?v=eaMpXK8cpVM,GameChops - Topic,Fairy Fountain,Provided to YouTube by DistroKid Fairy Fountain · Mikel & GameChops Zelda & Chill ℗ GameChops Released on: 2018-09-14 Auto-generated by YouTube.,,,,,,
7/25/2019 15:04,https://www.youtube.com/watch?v=Nab20_0hmFg,GlitchxCity,Pokémon Sun and Moon: Hau'oli City Remix,💚 Spotify: https://goo.gl/7UVph8 💙 Apple Music: https://goo.gl/7EoMCj ❤️ Google Play: https://goo.gl/PqvMzR ★ iTunes ★ https://goo.gl/Oy8XSY ★ Twitter ★ https://twitter.com/GlitchxCity ★ Instagram ★ https://instagram.com/glitchxcity ★ Patreon ★ https://www.patreon.com/GlitchxCity ★ SoundCloud ★ https://soundcloud.com/glitchxcity Artwork: http://bulbapedia.bulbagarden.net/wiki/File:Hau%27oli_City_artwork.png Free Download: https://soundcloud.com/glitchxcity/sun-and-moon-hauoli-city-remix,,,,,,
1/17/2020 15:41,https://www.youtube.com/watch?v=enHgdTrKChs,motion mmxv,TV Blonde - Ocarina,✖ motionMMXV ~ YouTube - https://www.youtube.com/channel/UCvCs... Soundcloud - https://soundcloud.com/motion-mmxv Google - https://plus.google.com/u/0/+motionMM... ✖ Support TV Blonde ~ Instagram - https://www.instagram.com/tvblonde/ Twitter - https://twitter.com/tvblonde Bandcamp - http://tvblonde.bandcamp.com/ Soundcloud - https://soundcloud.com/tvblonde ✖ Subscribe to motionMMXV ~ http://subscribe.motionmmxv.com/ ✖ Photography ~ https://www.flickr.com/photos/zassle/ ✖ Intro by Koencept ~ YouTube - https://www.youtube.com/user/Koencept Facebook - https://www.facebook.com/Koencept Google+ - https://plus.google.com/+Koencept,,,,,,
7/25/2019 14:56,https://www.youtube.com/watch?v=__D2AUY24sU,GlitchxCity,Pokémon Diamond and Pearl: Lake Theme [Lofi Remix],💚 Spotify: https://goo.gl/qqTXL6 💙 Apple Music: https://goo.gl/c1Bjjt ❤️ Google Play: https://goo.gl/6CAjbB ★ Twitter ★ https://twitter.com/GlitchxCity ★ Twitch ★ https://www.twitch.tv/glitchcity ★ Instagram ★ https://instagram.com/glitchxcity ★ Patreon ★ https://www.patreon.com/GlitchxCity ★ SoundCloud ★ https://soundcloud.com/glitchxcity Artwork: YODOMEKI/10domu08 | http://10domu08.tumblr.com/image/105880304494 Free Download: https://soundcloud.com/glitchxcity/pokemon-diamond-and-pearl-lake-theme-lo-fi-remix,,,,,,
1/17/2020 15:41,https://www.youtube.com/watch?v=bWeLyIWkCf0,Phillip Schlosser [HephestosMusic],Zelda - File Select / Great Fairy's Fountain LoFi Hip Hop Remix,"The Legend of Zelda (series) - Remix of the File Select / Great Fairy's Fountain Theme - LoFi Hip Hop/Boom Bap style. Download (Patrons): MP3: https://www.patreon.com/posts/vgm-remix-patron-20263773 WAV: https://www.patreon.com/posts/vgm-remix-patron-20263588 Composed by Koji Kondo Remix/Arrangement by me Original: https://www.youtube.com/watch?v=nPjvp5u0UN8 This theme appeared first in The Legend of Zelda: A Link to the Past (ゼルダの伝説 神々のトライフォース) for the SNES, which was released by Nintendo in 1991. --------------- me: YouTube: http://youtube.com/hephestosmusic Patreon: https://patreon.com/hephestosmusic Twitter: https://twitter.com/hephestosmusic SoundCloud: https://soundcloud.com/hephestosmusic BandCamp: https://hephestos.bandcamp.com Spotify: https://open.spotify.com/artist/4Cm6rqe6hZjG3q1mwmdA1Z",,,,,,
7/25/2019 15:08,https://www.youtube.com/watch?v=2rs3cubkDUI,GlitchxCity,Pokémon Diamond and Pearl: Route 228 [Lofi Remix],💚 Spotify: https://goo.gl/pMyD68 💙 Apple Music: https://goo.gl/Ym8ppe ❤️ Google Play: https://goo.gl/mf1wxK ★ Twitter ★ https://twitter.com/GlitchxCity ★ Twitch ★ https://www.twitch.tv/glitchcity ★ Instagram ★ https://instagram.com/glitchxcity ★ Patreon ★ https://www.patreon.com/GlitchxCity ★ SoundCloud ★ https://soundcloud.com/glitchxcity Artwork: AutobotTesla | https://autobottesla.deviantart.com/art/Day-412-Dugtrio-540321301 Free Download: https://soundcloud.com/glitchxcity/diamond-and-pearl-route-228-lo-fi-remix,,,,,,
7/23/2019 18:40,https://www.youtube.com/watch?v=KKhMnWSDjfM,GameChops,Undertale Remix - Arcien - Once Upon a Time (from Hopes and Dreams) - GameChops,"DOWNLOAD ► http://smarturl.it/ArcienHopesDreams A remix of Once Upon a Time from Undertale, part of Aricen's Hopes and Dreams Undertale Remix album! This track is a chill / deep house remix of Undertale's opening theme, Once Upon a Time, which coincidently features the chords of Steven Universe ""Stronger Than You"" ▾ DOWNLOAD HOPES & DREAMS ▾ ► http://smarturl.it/ArcienHopesDreams HOPES & DREAMS PLAYLIST ► https://youtu.be/UiVTepH_JxI?list=PLBsm_SagFMmfDcz45w6b-fXVJ5Uyvmckd UNDERTALE PLAYLIST ► https://youtu.be/UiVTepH_JxI?list=PLBsm_SagFMmex34KnjrxZHDpzboJ8kenh ▾ FOLLOW ARCIEN ▾ ► http://soundcloud.com/Arcien ► http://facebook.com/ArcienMusic ► http://twitter.com/ArcienMusic Astro Photography by Robert Gendler, check out all of his amazing work! ► http://bit.ly/robastro SUBSCRIBE ► http://bit.ly/gcsub SPOTIFY ► http://bit.ly/gamechopsspotify GAMECHOPS PLAYLISTS ► https://www.youtube.com/user/gamechops/playlists?flow=list&sort=dd&view=1 ▾ ABOUT GAMECHOPS ▾ GameChops is a record label for video game remixes, started by Dj CUTMAN in 2010. We focus on high quality productions of video game music we love. Many of our remix albums have had the video game compositions mechanically licensed by our friends at Loudr.fm. Because of this, we can offer GameChops music with a Creative Commons license that allows you to use our music in your content and videos. All we ask is you download our music legally, credit the remixer, and link back to the GameChops channel (or the song you used.) You can support GameChops by buying some music and subscribing to our channel. Visit http://GameChops.com for more information and full discography ▾ FOLLOW GAMECHOPS ▾ ► http://youtube.com/GameChops ► http://instagram.com/GameChops ► http://soundcloud.com/GameChops ► http://facebook.com/GameChops ► http://twitter.com/GameChops",,,,,,
1/17/2020 15:58,https://www.youtube.com/watch?v=CXAB070XPRQ,GameChops,Zelda & Chill ~ Gerudo Valley (Mikel Lofi Remix),"Support Zelda & Chill ~ http://smarturl.it/zeldachill Zelda & Chill combines the Legend of Zelda video game music with laid-back lofi hip hop beats. Produced by German beat-maker Mikel and mastered by Philadelphia based Dj CUTMAN, Zelda & Chill features 14 Zelda themes from the across the series history. Zelda & Chill contains music from the original Legend of Zelda for NES all the way up to Breath of the Wild. These tracks were recreated with classic keyboard sounds, atmospheric synths and laid back beats, the perfect soundtrack to study, chill, and save Hyrule to. Zelda & Chill’s tracklist features music from the original LoZ, Link To The Past, Majora’s Mask, Wind Waker, Ocarina of Time, Skyward Sword, and Breath of the Wild. Themes like Gerudo Valley, Song of Storms and Lost Woods are sure to please long time series fans. Compositions by Koji Kondo, Toru Minegishi, Hajime Wakai, Takeshi Hama, Manaka Kataoka, and Yasuaki Iwata have been licensed for the sale and streaming of Zelda & Chill. Zelda & Chill is available on platforms worldwide. ~ http://smarturl.it/zeldachill Search ""Zelda Chill"" on Spotify, Apple Music, iTunes, Pandora, and Play. Support by adding it to your playlists! ▾ Follow Mikel YouTube ~ https://youtube.com/user/MikelTBE Facebook ~ https://facebook.com/Mikelcorleoneproductions Twitter ~ https://twitter.com/Mikel_beats Thanks to Great-Bit Arcade for the ""Scenic Zelda"" series ~ https://www.youtube.com/watch?v=z7N8K-_BwG4&list=PL89YHk19iMUpmI1BL93bot1NvyIP9FsXV ▾ Visuals by Dj CUTMAN YouTube ~ http://youtube.com/djcutman Twitter ~ http://twitter.com/videogamedj Instagram ~ http:/instagram.com/videogamedj ▾ About GameChops GameChops is a record label dedicated to releasing and remixing the best video game music out there. The name first appeared in 2010 as a mixtape by Dj CUTMAN, who later went on to found the label in 2012. GameChops was one of the first record labels to license and publish video game music on platforms like iTunes and Spotify. ▾ Follow GameChops Instagram ~ http://instagram.com/GameChops Facebook ~ http://facebook.com/GameChops Twitter ~ http://twitter.com/GameChops Web ~ http://www.gamechops.com Download / Stream Zelda & Chill ~ http://smarturl.it/zeldachill #Zelda #LoFi #VGM",,,,,,
1/17/2020 15:41,https://www.youtube.com/watch?v=IpwLrIUWNJo,Lil Power,Super Mario 64 File Select (Hip-Hop Remix) (Prod. By Krys$hun),FOLLOW ON TWITTER: @krysshun OFFICIAL BEAT SITE: www.krysshunbeats.com SUSCRIBE FOR AMAZING BEATS AND BEAT MAKING VIDEOS !! Download mp3: http://limelinx.com/files/797b2893fe0d1ad25adc3019d49f3188,,,,,,
1/17/2020 15:41,https://www.youtube.com/watch?v=zxPbwO4q4DQ,Andreas Zoeller,[Lo-Fi] Pokémon - Eterna Forest (Diamond//Pearl\\Platinum) {Beat Mix},"I played around with some tunes of my childhood. Hope you like it, leave a comment and I'm out!° Pokemon & Chill EP (Free Download): https://drive.google.com/open?id=1zQ37datpBvClbD_cb9drSQuVULNAPSMU Soundcloud: https://soundcloud.com/andreaszoellermusic/eterna-forest-beat-mix More Lo-Fi: https://www.youtube.com/watch?v=yGAVyCV93Fc&list=PL72kyGj6-46j0e2CEWDsDKhDwnSjosFpP ☛ E-Mail: zoellermusic@gmail.com",,,,,,
